WebPage,degree_centrality,WebPage,betweenness_centrality,WebPage,closeness_centrality
http://konservatuvar.deu.edu.tr/tr/ozel-kalem/,0.03069719042663892,https://efesmyo.deu.edu.tr/tr/anasayfa/,0.004541974335793287,http://tucrin.deu.edu.tr/images/IMG_7901_1024x683.JPG,0.33758997204333047
https://efesmyo.deu.edu.tr/tr/kumulatif-hesaplama/,0.03069719042663892,https://efesmyo.deu.edu.tr/tr/iletisim/,0.004511532440316366,http://konservatuvar.deu.edu.tr/tr/ogrenci-isleri/,0.3374486027083039
http://gensek.deu.edu.tr/yoneticiler/,0.030176899063475548,https://denizcilik.deu.edu.tr/event/denize-tekne-atma-cekme-uygulamalari/,0.004459368922823192,https://denizcilik.deu.edu.tr/duyurular/staj-komisyon-tarihleri/,0.33737796243141294
http://gensek.deu.edu.tr/2012-ekim-donemi-kurum-idari-kurulu-toplantisi/,0.030176899063475548,https://international.deu.edu.tr/farabi/gelen-ogrenci-farabi/,0.004455849758547374,http://tucrin.deu.edu.tr/index.php/duyurularr,0.33737796243141294
https://denizcilik.deu.edu.tr/intibak-komisyonlari/,0.030176899063475548,https://isletme.deu.edu.tr/tr/bolum-baskanligi-isletme/,0.0043556426653476735,https://iibf.deu.edu.tr/fakulte-hakkinda/fakulte-tanitimi/,0.3373073517234951
https://denizcilik.deu.edu.tr/denizcilik-kariyer-toplulugu/,0.030176899063475548,http://strateji.deu.edu.tr/personel/arsivleme-servisi/,0.0043552109707151055,http://deyos.deu.edu.tr/international-student-admission-calendar/,0.33709569682804
http://www.deu.edu.tr/DEUWeb/Icerik/Icerik.php?KOD=14757,0.030176899063475548,https://international.deu.edu.tr/farabi-anlasmalari/,0.004339648724477927,http://adaletmyo.deu.edu.tr/tr/,0.337025204210552
https://isletme.deu.edu.tr/tr/burslar-2/,0.030176899063475548,http://imid.deu.edu.tr/tr/idari-mali-isler-proseduru/,0.004282478401107553,https://saglikbil.deu.edu.tr/tr/orpheus/,0.3368139031420814
http://ydy.deu.edu.tr/duyurular/dokuz-eylul-universitesi-2018-2019-tanitim-filmi/,0.030176899063475548,http://gensek.deu.edu.tr/2019-ekim-donemi-kurum-idari-kurulu-turk-saglik-sen/,0.004246166139598315,https://saglikbil.deu.edu.tr/tr/anabilim-dallari/,0.3368139031420814
https://isletme.deu.edu.tr/tr/akademik-personel-ti/,0.029656607700312178,https://sbe.deu.edu.tr/tr/telefon-rehberi/,0.004225325845008441,https://efesmyo.deu.edu.tr/duyurular/7730/,0.3368139031420814
http://webb.deu.edu.tr/shmyo/,0.029656607700312178,http://ogrenci.deu.edu.tr/index.php?option=com_content&view=article&id=86&Itemid=208&lang=tr,0.004136909311724343,http://ebamer.deu.edu.tr/,0.3367435283190262
http://ogrenci.deu.edu.tr/index.php?option=com_content&view=article&id=86&Itemid=208&lang=tr,0.029136316337148804,https://webmail7.deu.edu.tr/,0.004104521112413406,http://www.deusam.deu.edu.tr/,0.33667318289844567
http://deyos.deu.edu.tr/international-student-admission-calendar/,0.029136316337148804,https://covid19.deu.edu.tr/news/pandemi-surecinde-korona-virusun-havacilik-sektorunun-durumuna-izmir-ozelinden-bir-bakis-sivil-hava-ulastirma-isletmeciligi-programi-cevirimici-seminer-moderotor-thy-izmir-istasyon-alan-muduru/,0.004061324359346447,https://prodeb.deu.edu.tr/news/klinik-arastirma-projeleri-cagrisi-programi/,0.33667318289844567
https://isletme.deu.edu.tr/tr/fakulte-dergisi/,0.029136316337148804,http://webb.deu.edu.tr/shmyo/,0.004005110343589378,https://denizcilik.deu.edu.tr/misyon/,0.33660286686191715
https://efesmyo.deu.edu.tr/tr/tarihcemiz/,0.029136316337148804,https://webmail.deu.edu.tr/kail/src/login.php,0.003918367114110808,http://bergamamyo.deu.edu.tr/duyurular/2020-2021-egtiim-yili-bahar-yariyili-ara-sinav-takvii/,0.33660286686191715
https://efesmyo.deu.edu.tr/tr/yuksekokul-kurulu/,0.029136316337148804,https://denizcilik.deu.edu.tr/ders-programi/,0.0038519441314023607,https://ebelge.deu.edu.tr/elektronik-imza-kanunu/,0.3364623228674028
http://tercihrehberi.deu.edu.tr/yuksekokullar/,0.028616024973985434,http://deyos.deu.edu.tr/duyurular/application-process-of-2021-dokuz-eylul-university-international-student-admission-exam-deyos/,0.0038194062762840065,https://adaletmyo.deu.edu.tr/tr/yuksekokul-kurulu/,0.3361114758154034
https://hukuk.deu.edu.tr/akademik/aramizdan-ayrilanlar/,0.028616024973985434,http://ydy.deu.edu.tr/duyurular/dokuz-eylul-universitesi-2018-2019-tanitim-filmi/,0.0038032907385804403,https://covid19.deu.edu.tr/,0.33576135969476234
http://iibf.deu.edu.tr/?cat=729,0.028616024973985434,https://ilahiyat.deu.edu.tr/tr/ilahiyat-fakultesi-ilahiyat-bolumu/,0.0037410786254054545,https://denizcilik.deu.edu.tr/intibak-komisyonlari/,0.3354817915351498
